No.,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Tough,Beauty,Cool,Cute,Clever,Brawl,Channel,Clash,Evasion,Alert,Athletic,Nature,Stealth,Allure,Etiquette,Intimidate,Perform
516,Mime Jr.,Psychic,Fairy,3,1,3,2,4,2,4,2,5,2,5,Soundproof,Filter,Technician,,Yes,,Starter,,,,,,,,,,,,,,,,,,
517,Happiny,Normal,,4,1,2,1,3,1,2,1,2,1,3,Natural Cure,Serene Grace,Friend Guard,,Yes,,Starter,F,,,,,,,,,,,,,,,,,
518,Chatot,Normal,Flying,4,2,4,2,5,2,4,2,5,2,4,Keen Eye,Tangled Feet,Big Pecks,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
519,Spiritomb,Ghost,Dark,4,2,5,1,3,3,6,2,5,3,6,Pressure,Noctem,Infiltrator,,,Yes,Pro,,,,,,,,,,,,,,,,,,
520,Gible,Dragon,Ground,3,2,5,1,3,2,4,1,3,2,4,Sand Veil,,Rough Skin,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
521,Gabite,Dragon,Ground,4,2,5,2,5,2,4,2,4,2,4,Sand Veil,,Rough Skin,,Yes,,Ace,,,,,,,,,,,,,,,,,,
522,Garchomp,Dragon,Ground,6,3,7,3,6,3,6,2,5,2,5,Sand Veil,,Rough Skin,,,Yes,Pro,,,,,,,,,,,,,,,,,,
523,Mega-Garchomp,Dragon,Ground,7,4,9,2,5,3,6,3,7,3,6,Sand Force,,,,,,Master,,,,,,,,,,,,,,,,,,
524,Munchlax,Normal,,5,2,5,1,2,1,3,1,3,2,5,Pickup,Thick Fat,Gluttony,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
525,Riolu,Fighting,,3,2,5,2,4,1,3,1,3,1,3,Steadfast,Inner Focus,Prankster,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
526,Lucario,Fighting,Steel,4,3,6,2,5,2,5,3,6,2,5,Steadfast,Inner Focus,Justified,,,Yes,Ace,,,,,,,,,,,,,,,,,,
527,Mega-Lucario,Fighting,Steel,5,4,8,3,6,2,5,3,7,2,5,Adaptability,,,,,,Pro,,,,,,,,,,,,,,,,,,
528,Hippopotas,Ground,,3,2,5,1,3,2,5,1,3,1,3,Sand Stream,,Sand Force,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
529,Hippowdon,Ground,,5,3,6,2,4,3,6,2,4,2,5,Sand Stream,,Sand Force,,,,Ace,,,,,,,,,,,,,,,,,,
530,Skorupi,Poison,Bug,3,2,4,2,4,2,5,1,3,2,4,Battle Armor,Sniper,Keen Eye,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
531,Drapion,Poison,Dark,4,2,5,3,6,3,6,2,4,2,5,Battle Armor,Sniper,Keen Eye,,,,Ace,,,,,,,,,,,,,,,,,,
532,Croagunk,Poison,Fighting,3,2,4,2,4,1,3,2,4,1,3,Anticipation,Dry Skin,Poison Touch,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
533,Toxicroak,Poison,Fighting,4,3,6,3,6,2,4,3,6,2,4,Anticipation,Dry Skin,Poison Touch,,,,Amateur,,,,,,,,,,,,,,,,,,
534,Carnivine,Grass,,4,3,6,2,4,2,5,2,5,2,5,Levitate,,,,,,Amateur,,,,,,,,,,,,,,,,,,
535,Finneon,Water,,3,2,4,2,4,2,4,2,4,2,4,Swift Swim,Storm Drain,Water Veil,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
536,Lumineon,Water,,4,2,5,2,5,2,5,2,5,2,5,Swift Swim,Storm Drain,Water Veil,,,,Amateur,,,,,,,,,,,,,,,,,,
537,Mantyke,Water,Flying,3,1,3,2,4,2,4,1,3,3,6,Swift Swim,Water Absorb,Water Veil,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
538,Snover,Grass,Ice,3,2,4,1,3,2,4,2,4,2,4,Snow Warning,,Soundproof,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
539,Abomasnow,Grass,Ice,4,2,5,2,4,2,5,2,5,2,5,Snow Warning,,Soundproof,,,Yes,Ace,,,,,,,,,,,,,,,,,,
540,Mega-Abomasnow,Grass,Ice,5,3,7,1,2,3,6,3,7,3,6,Snow Warning,,,,,,Pro,,,,,,,,,,,,,,,,,,
541,Weavile,Dark,Ice,4,3,7,3,7,2,4,2,4,2,5,Pressure,,Pickpocket,,,,Amateur,,,,,,,,,,,,,,,,,,
542,Magnezone,Electric,Steel,5,2,5,2,4,3,6,3,7,2,5,Magnet Pull,Sturdy,Analytic,,,,Ace,N,,,,,,,,,,,,,,,,,
543,Lickilicky,Normal,,5,2,5,2,4,3,6,2,5,3,6,Own Tempo,Oblivious,Cloud Nine,,,,Ace,,,,,,,,,,,,,,,,,,
544,Rhyperior,Ground,Rock,6,3,7,1,3,3,7,2,4,2,4,Lightning Rod,Solid Rock,Reckless,,,,Pro,,,,,,,,,,,,,,,,,,
545,Tangrowth,Grass,,5,3,6,2,4,3,7,3,6,2,4,Chlorophyll,Leaf Guard,Regenerator,,,,Ace,,,,,,,,,,,,,,,,,,
546,Electivire,Electric,,5,3,7,3,6,2,4,3,6,2,5,Motor Drive,,Vital Spirit,,,,Ace,,,,,,,,,,,,,,,,,,
547,Magmortar,Fire,,5,3,6,2,5,2,4,3,7,3,6,Flame Body,,Vital Spirit,,,,Ace,,,,,,,,,,,,,,,,,,
548,Togekiss,Fairy,Flying,5,2,4,2,5,3,6,3,7,3,6,Hustle,Serene Grace,Super Luck,,,,Ace,,,,,,,,,,,,,,,,,,
549,Yanmega,Bug,Flying,4,2,5,3,6,2,5,3,6,2,4,Speed Boost,Compound Eyes,Frisk,,,,Ace,,,,,,,,,,,,,,,,,,
550,Leafeon,Grass,,4,3,6,3,6,3,7,2,4,2,4,Leaf Guard,,Chlorophyll,,,,Amateur,,,,,,,,,,,,,,,,,,
551,Glaceon,Ice,,4,2,4,2,4,3,6,3,7,3,6,Snow Cloak,,Ice Body,,,,Amateur,,,,,,,,,,,,,,,,,,
552,Gliscor,Ground,Flying,5,3,6,3,6,3,7,2,4,2,5,Hyper Cutter,Sand Veil,Poison Heal,,,,Ace,,,,,,,,,,,,,,,,,,
553,Mamoswine,Ice,Ground,6,3,7,2,5,2,5,2,5,2,4,Oblivious,Snow Cloak,Thick Fat,,,,Ace,,,,,,,,,,,,,,,,,,
554,Porygon-Z,Normal,,5,2,5,2,5,2,5,3,7,2,5,Adaptability,Download,Analytic,,,,Ace,N,,,,,,,,,,,,,,,,,
555,Gallade,Psychic,Fighting,5,3,7,2,5,2,4,2,4,3,6,Steadfast,,Justified,,,Yes,Ace,M,,,,,,,,,,,,,,,,,
556,Mega-Gallade,Psychic,Fighting,6,4,8,3,6,3,6,2,4,3,6,Inner Focus,,,,,,Pro,M,,,,,,,,,,,,,,,,,
557,Probopass,Rock,Steel,4,2,4,2,5,4,8,2,5,4,8,Sturdy,Magnet Pull,Sand Force,,,,Amateur,,,,,,,,,,,,,,,,,,
558,Dusknoir,Ghost,,4,3,6,2,4,3,7,2,4,3,7,Pressure,,Frisk,,,,Ace,,,,,,,,,,,,,,,,,,
559,Froslass,Ice,Ghost,4,2,5,3,6,2,5,2,5,2,5,Snow Cloak,,Cursed Body,,,Yes,Ace,F,,,,,,,,,,,,,,,,,
560,Rotom,Electric,Ghost,4,2,4,2,5,2,5,3,6,2,5,Levitate,,,,,Yes,Ace,N,,,,,,,,,,,,,,,,,
561,Rotom Heat,Electric,Fire,4,2,4,2,5,3,6,3,6,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
562,Rotom Fan,Electric,Flying,4,2,4,2,5,3,6,3,6,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
563,Rotom Mow,Electric,Grass,4,2,4,2,5,3,6,3,6,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
564,Rotom Frost,Electric,Ice,4,2,4,2,5,3,6,3,6,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
565,Rotom Wash,Electric,Water,4,2,4,2,5,3,6,3,6,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
566,Rotom Dex,Electric,,4,2,4,2,5,3,6,3,6,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
567,Uxie,Psychic,,4,5,5,6,6,7,7,5,5,7,7,Levitate,,,,,,Master,N,,,,,,,,,,,,,,,,,
568,Mesprit,Psychic,,4,6,6,5,5,6,6,6,6,6,6,Levitate,,,,,,Master,N,,,,,,,,,,,,,,,,,
569,Azelf,Psychic,,4,7,7,7,7,5,5,7,7,5,5,Levitate,,,,,,Master,N,,,,,,,,,,,,,,,,,
570,Dialga,Steel,Dragon,7,7,7,5,5,7,7,8,8,6,6,Pressure,,Telepathy,,,,Master,N,,,,,,,,,,,,,,,,,
571,Palkia,Water,Dragon,5,7,7,6,6,6,6,8,8,7,7,Pressure,,Telepathy,,,,Master,N,,,,,,,,,,,,,,,,,
572,Heatran,Fire,Steel,4,5,5,5,5,6,6,7,7,6,6,Flash Fire,,Flame Body,,,,Ace,,,,,,,,,,,,,,,,,,
573,Regigigas,Normal,,6,8,8,6,6,6,6,5,5,6,6,Slow Start,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
574,Giratina,Ghost,Dragon,8,6,6,5,5,7,7,6,6,7,7,Pressure,,Telepathy,,,Yes,Master,N,,,,,,,,,,,,,,,,,
575,Cresselia,Psychic,,6,5,5,5,5,7,7,5,5,7,7,Levitate,,,,,,Pro,F,,,,,,,,,,,,,,,,,
576,Phione,Water,,4,2,5,2,5,2,5,2,5,2,5,Hydration,,,,,,Pro,N,,,,,,,,,,,,,,,,,
577,Manaphy,Water,,5,6,6,6,6,6,6,6,6,6,6,Hydration,,,,,,Pro,N,,,,,,,,,,,,,,,,,
578,Darkrai,Dark,,4,5,5,7,7,5,5,7,7,5,5,Bad Dreams,,Absolution,,,,Pro,N,,,,,,,,,,,,,,,,,
579,Shaymin,Grass,,5,6,6,6,6,6,6,6,6,6,6,Natural Cure,,,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
580,Sky Shaymin,Grass,Flying,5,6,6,7,7,5,5,7,7,5,5,Serene Grace,,,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
581,Arceus,Normal,,6,12,12,12,12,12,12,12,12,12,12,Multitype,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
582,Victini,Psychic,Fire,5,6,6,6,6,6,6,6,6,6,6,Victory Star,,,,,,Pro,N,,,,,,,,,,,,,,,,,
583,Snivy,Grass,,3,2,4,2,4,2,4,2,4,2,4,Overgrow,,Contrary,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
584,Servine,Grass,,4,2,4,2,5,2,5,2,4,2,5,Overgrow,,Contrary,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
585,Serperior,Grass,,5,2,5,3,6,3,6,2,5,3,6,Overgrow,,Contrary,,,,Ace,,,,,,,,,,,,,,,,,,
586,Tepig,Fire,,3,2,4,2,4,2,4,2,4,2,4,Blaze,,Thick Fat,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
587,Pignite,Fire,Fighting,4,2,5,2,4,2,4,2,5,2,4,Blaze,,Thick Fat,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
588,Emboar,Fire,Fighting,5,3,7,2,4,2,4,3,6,2,4,Blaze,,Reckless,,,,Ace,,,,,,,,,,,,,,,,,,
589,Oshawott,Water,,3,2,4,2,4,2,4,2,4,2,4,Torrent,,Shell Armor,,Yes,,Starter,,,,,,,,,,,,,,,,,,
590,Dewott,Water,,4,2,5,2,4,2,4,2,5,2,4,Torrent,,Shell Armor,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
591,Samurott,Water,,5,3,6,2,5,2,5,3,6,2,5,Torrent,,Shell Armor,,,,Ace,,,,,,,,,,,,,,,,,,
592,Patrat,Normal,,3,2,4,1,3,1,3,1,3,1,3,Run Away,Keen Eye,Analytic,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
593,Watchog,Normal,,4,2,5,2,5,2,4,2,4,2,4,Run Away,Keen Eye,Analytic,,,,Amateur,,,,,,,,,,,,,,,,,,
594,Lillipup,Normal,,3,2,4,2,4,2,4,1,3,2,4,Vital Spirit,Sand Rush,Scrappy,,Yes,,Starter,,,,,,,,,,,,,,,,,,
595,Herdier,Normal,,4,2,5,2,4,2,4,1,3,2,4,Intimidate,Sand Rush,Scrappy,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
596,Stoutland,Normal,,5,3,6,2,5,2,5,2,4,2,5,Intimidate,Sand Rush,Scrappy,,,,Amateur,,,,,,,,,,,,,,,,,,
597,Purrloin,Dark,,3,2,4,2,4,1,3,2,4,1,3,Limber,Unburden,Prankster,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
598,Liepard,Dark,,4,2,5,2,6,2,4,2,5,2,4,Limber,Unburden,Prankster,,,,Amateur,,,,,,,,,,,,,,,,,,
599,Pansage,Grass,,3,2,4,2,4,2,4,2,4,2,4,Gluttony,,Overgrow,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
600,Simisage,Grass,,4,3,6,3,6,2,4,3,6,2,4,Gluttony,,Overgrow,,,,Amateur,,,,,,,,,,,,,,,,,,
601,Pansear,Fire,,3,2,4,2,4,2,4,2,4,2,4,Gluttony,,Blaze,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
602,Simisear,Fire,,4,3,6,3,6,2,4,3,6,2,4,Gluttony,,Blaze,,,,Amateur,,,,,,,,,,,,,,,,,,
603,Panpour,Water,,3,2,4,2,4,2,4,2,4,2,4,Gluttony,,Torrent,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
604,Simipour,Water,,4,3,6,3,6,2,4,3,6,2,4,Gluttony,,Torrent,,,,Amateur,,,,,,,,,,,,,,,,,,
605,Munna,Psychic,,3,1,3,1,3,2,4,2,4,2,4,Forewarn,Synchronize,Telepathy,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
606,Musharna,Psychic,,6,2,4,1,3,2,5,3,6,3,6,Forewarn,Synchronize,Telepathy,,,,Amateur,,,,,,,,,,,,,,,,,,
607,Pidove,Normal,Flying,3,2,4,1,3,2,4,1,3,1,3,Big Pecks,Super Luck,Rivalry,,Yes,,Starter,,,,,,,,,,,,,,,,,,
608,Tranquill,Normal,Flying,4,2,5,2,4,2,4,2,4,1,3,Big Pecks,Super Luck,Rivalry,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
609,Unfezant,Normal,Flying,5,3,6,2,5,2,5,2,4,2,4,Big Pecks,Super Luck,Rivalry,,,,Amateur,,,,,,,,,,,,,,,,,,
610,Blitzle,Electric,,3,2,4,2,5,1,3,2,4,1,3,Lightning Rod,Motor Drive,Sap Sipper,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
611,Zebstrika,Electric,,4,3,6,3,6,2,4,2,5,2,4,Lightning Rod,Motor Drive,Sap Sipper,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
612,Roggenrola,Rock,,3,2,5,1,2,2,5,1,3,1,3,Sturdy,Weak Armor,Sand Force,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
613,Boldore,Rock,,4,3,6,1,2,3,6,2,4,1,3,Sturdy,Weak Armor,Sand Force,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
614,Gigalith,Rock,,5,3,7,1,3,3,7,2,4,2,5,Sturdy,Sand Stream,Sand Force,,,,Ace,,,,,,,,,,,,,,,,,,
615,Woobat,Psychic,Flying,3,2,4,2,5,1,3,2,4,1,3,Unaware,Klutz,Simple,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
616,Swoobat,Psychic,Flying,4,2,4,3,6,2,4,2,5,2,4,Unaware,Klutz,Simple,,,,Amateur,,,,,,,,,,,,,,,,,,
617,Drilbur,Ground,,3,2,5,2,4,1,3,1,3,2,4,Sand Rush,Sand Force,Mold Breaker,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
618,Excadrill,Ground,Steel,5,3,7,2,5,2,4,2,4,2,4,Sand Rush,Sand Force,Mold Breaker,,,,Amateur,,,,,,,,,,,,,,,,,,
619,Audino,Normal,,5,2,4,2,4,2,5,2,4,2,5,Healer,Regenerator,Klutz,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
620,Mega-Audino,Normal,Fairy,6,2,4,2,4,3,7,2,5,3,7,Inner Focus,,,,,,Amateur,,,,,,,,,,,,,,,,,,
621,Timburr,Fighting,,3,2,5,1,3,2,4,1,3,1,3,Guts,Sheer Force,Iron Fist,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
622,Gurdurr,Fighting,,4,3,6,1,3,2,5,1,3,2,4,Guts,Sheer Force,Iron Fist,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
623,Conkeldurr,Fighting,,6,3,7,2,4,3,6,2,4,2,4,Guts,Sheer Force,Iron Fist,,,,Ace,,,,,,,,,,,,,,,,,,
624,Tympole,Water,,3,2,4,1,3,2,4,2,4,1,3,Swift Swim,Hydration,Water Absorb,,Yes,,Starter,,,,,,,,,,,,,,,,,,
625,Palpitoad,Water,Ground,4,2,4,2,4,2,4,2,4,2,4,Swift Swim,Hydration,Water Absorb,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
626,Seismitoad,Water,Ground,6,2,6,2,5,2,5,2,5,2,5,Swift Swim,Poison Touch,Water Absorb,,,,Amateur,,,,,,,,,,,,,,,,,,
627,Throh,Fighting,,6,3,7,2,4,2,5,1,3,2,5,Guts,Inner Focus,Mold Breaker,,,,Amateur,M,,,,,,,,,,,,,,,,,
628,Sawk,Fighting,,4,3,7,2,5,2,5,1,3,2,5,Sturdy,Inner Focus,Mold Breaker,,,,Amateur,M,,,,,,,,,,,,,,,,,
629,Sewaddle,Bug,Grass,3,2,4,1,3,2,5,1,3,2,4,Swarm,Chlorophyll,Overcoat,,Yes,,Starter,,,,,,,,,,,,,,,,,,
630,Swadloon,Bug,Grass,4,2,4,1,3,2,5,2,4,2,5,Leaf Guard,Chlorophyll,Overcoat,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
631,Leavanny,Bug,Grass,5,3,6,2,5,2,5,2,5,2,5,Swarm,Chlorophyll,Overcoat,,,,Amateur,,,,,,,,,,,,,,,,,,
632,Venipede,Bug,Poison,3,2,4,2,4,2,4,1,3,1,3,Poison Point,Swarm,Speed Boost,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
633,Whirlipede,Bug,Poison,4,2,4,2,4,3,6,1,3,2,5,Poison Point,Swarm,Speed Boost,,Yes,,Ace,,,,,,,,,,,,,,,,,,
634,Scolipede,Bug,Poison,8,2,5,3,6,2,5,1,3,2,4,Poison Point,Swarm,Speed Boost,,,,Pro,,,,,,,,,,,,,,,,,,
635,Cottonee,Grass,Fairy,3,1,3,2,4,2,4,1,3,2,4,Prankster,Infiltrator,Chlorophyll,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
636,Whimsicott,Grass,Fairy,4,2,4,3,6,2,5,2,5,2,5,Prankster,Infiltrator,Chlorophyll,,,,Amateur,,,,,,,,,,,,,,,,,,
637,Petilil,Grass,,3,1,3,1,3,2,4,2,5,2,4,Chlorophyll,Own Tempo,Leaf Guard,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
638,Lilligant,Grass,,4,2,4,2,5,2,5,3,6,2,5,Chlorophyll,Own Tempo,Leaf Guard,,,,Amateur,F,,,,,,,,,,,,,,,,,
639,Basculin,Water,,4,2,5,2,5,2,4,2,5,2,4,Reckless,Adaptability,Mold Breaker,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
640,Sandile,Ground,Dark,3,2,5,2,4,1,3,1,3,1,3,Intimidate,Moxie,Anger Point,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
641,Krokorok,Ground,Dark,4,2,5,2,5,2,4,2,4,2,4,Intimidate,Moxie,Anger Point,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
642,Krookodile,Ground,Dark,5,3,6,2,5,2,5,2,4,2,5,Intimidate,Moxie,Anger Point,,,,Ace,,,,,,,,,,,,,,,,,,
643,Darumaka,Fire,,3,2,5,2,4,2,4,1,2,2,4,Hustle,,Inner Focus,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
644,Galarian Darumaka,Ice,,3,3,7,3,6,2,4,1,3,2,4,Hustle,Inner Focus,,,,,Beginner,,,,,,,,,,,,,,,,,,
645,Darmanitan,Fire,,5,3,7,2,5,2,4,1,3,2,4,Sheer Force,,Zen Mode,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
646,Galarian Darmanitan,Ice,,4,3,6,2,4,3,6,1,3,2,4,Gorilla Tactics,Zen Mode,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
647,Zen Darmanitan,Fire,Psychic,5,1,3,2,4,3,6,3,7,3,6,Zen Mode,,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
648,Galarian Zen Darmanitan,Ice,Fire,4,4,8,3,7,2,4,1,3,2,4,Gorilla Tactics,Zen Mode,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
649,Maractus,Grass,,4,2,5,2,4,2,4,3,6,2,4,Water Absorb,Chlorophyll,Storm Drain,,,,Amateur,,,,,,,,,,,,,,,,,,
650,Dwebble,Bug,Rock,3,2,4,2,4,2,5,1,3,1,3,Sturdy,Shell Armor,Weak Armor,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
651,Crustle,Bug,Rock,4,3,6,2,4,3,7,2,4,2,5,Sturdy,Shell Armor,Weak Armor,,,,Amateur,,,,,,,,,,,,,,,,,,
652,Scraggy,Dark,Fighting,3,2,5,2,4,2,5,1,3,2,5,Shed Skin,Moxie,Intimidate,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
653,Scrafty,Dark,Fighting,4,2,5,2,4,3,6,2,4,3,6,Shed Skin,Moxie,Intimidate,,,,Amateur,,,,,,,,,,,,,,,,,,
654,Sigilyph,Psychic,Flying,4,2,4,3,6,2,5,3,6,2,5,Wonder Skin,Magic Guard,Tinted Lens,,,,Ace,,,,,,,,,,,,,,,,,,
655,Yamask,Ghost,,3,1,3,1,3,2,5,2,4,2,4,Mummy,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
656,Galarian Yamask,Ground,Ghost,3,2,4,1,3,2,5,1,3,2,4,Wandering Spirit,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
657,Cofagrigus,Ghost,,4,2,4,1,3,4,8,3,6,3,6,Mummy,,,,,,Pro,,,,,,,,,,,,,,,,,,
658,Tirtouga,Water,Rock,3,2,5,1,3,3,6,2,4,2,4,Solid Rock,Sturdy,Swift Swim,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
659,Carracosta,Water,Rock,4,3,6,1,3,3,7,2,5,2,4,Solid Rock,Sturdy,Swift Swim,,,,Ace,,,,,,,,,,,,,,,,,,
660,Archen,Rock,Flying,3,3,6,2,5,2,4,2,5,2,4,Defeatist,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
661,Archeops,Rock,Flying,4,3,7,3,6,2,4,3,6,2,4,Defeatist,,,,,,Ace,,,,,,,,,,,,,,,,,,
662,Trubbish,Poison,,3,2,4,2,4,2,4,1,3,2,4,Stench,Sticky Hold,Aftermath,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
663,Garbodor,Poison,,4,3,6,2,5,2,5,2,4,2,5,Stench,Weak Armor,Aftermath,,,,Amateur,,,,,,,,,,,,,,,,,,
664,Zorua,Dark,,3,2,4,2,4,1,3,2,5,1,3,Illusion,,,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
665,Zoroark,Dark,,4,3,6,3,6,2,4,3,7,2,4,Illusion,,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
666,Minccino,Normal,,3,2,4,2,5,1,3,1,3,1,3,Cute Charm,Technician,Skill Link,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
667,Cinccino,Normal,,4,3,6,3,6,2,4,2,4,2,4,Cute Charm,Technician,Skill Link,,,,Amateur,,,,,,,,,,,,,,,,,,
668,Gothita,Psychic,,3,1,3,2,4,2,4,2,4,2,4,Frisk,Competitive,Shadow Tag,,Yes,,Starter,,,,,,,,,,,,,,,,,,
669,Gothorita,Psychic,,4,2,4,2,4,2,5,2,5,2,5,Frisk,Competitive,Shadow Tag,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
670,Gothitelle,Psychic,,5,2,4,2,4,3,6,3,6,3,6,Frisk,Competitive,Shadow Tag,,,Yes,Ace,,,,,,,,,,,,,,,,,,
671,Solosis,Psychic,,3,1,3,1,3,1,3,3,6,2,4,Overcoat,Magic Guard,Regenerator,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
672,Duosion,Psychic,,4,1,3,1,3,2,4,3,7,2,4,Overcoat,Magic Guard,Regenerator,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
673,Reuniclus,Psychic,,6,2,4,1,3,2,5,3,7,2,5,Overcoat,Magic Guard,Regenerator,,,,Ace,,,,,,,,,,,,,,,,,,
674,Ducklett,Water,Flying,3,1,3,2,4,2,4,1,3,2,4,Keen Eye,Big Pecks,Hydration,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
675,Swanna,Water,Flying,4,2,5,3,6,2,5,2,5,2,4,Keen Eye,Big Pecks,Hydration,,,,Amateur,,,,,,,,,,,,,,,,,,
676,Vanillite,Ice,,3,2,4,1,3,2,4,2,4,2,4,Ice Body,Snow Cloak,Weak Armor,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
677,Vanillish,Ice,,4,2,4,1,3,2,4,2,5,2,5,Ice Body,Snow Cloak,Weak Armor,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
678,Vanilluxe,Ice,,5,3,6,2,5,2,5,3,6,3,6,Ice Body,Snow Warning,Weak Armor,,,,Amateur,,,,,,,,,,,,,,,,,,
679,Deerling,Normal,Grass,3,2,4,2,5,2,4,1,3,2,4,Chlorophyll,Sap Sipper,Serene Grace,,Yes,,Starter,,,,,,,,,,,,,,,,,,
680,Sawsbuck,Normal,Grass,4,3,6,3,6,2,5,2,4,2,5,Chlorophyll,Sap Sipper,Serene Grace,,,,Amateur,,,,,,,,,,,,,,,,,,
681,Emolga,Electric,Flying,4,2,5,3,6,2,4,2,5,2,4,Static,,Motor Drive,,,,Beginner,,,,,,,,,,,,,,,,,,
682,Karrablast,Bug,,3,2,5,2,4,2,4,1,3,2,4,Swarm,Shed Skin,No Guard,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
683,Escavalier,Bug,Steel,4,3,7,1,3,3,6,2,4,3,6,Swarm,Shell Armor,Overcoat,,,,Amateur,,,,,,,,,,,,,,,,,,
684,Foongus,Grass,Poison,3,2,4,1,2,2,4,2,4,2,4,Effect Spore,,Regenerator,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
685,Amoonguss,Grass,Poison,4,2,5,1,3,2,5,2,5,2,5,Effect Spore,,Regenerator,,,,Amateur,,,,,,,,,,,,,,,,,,
686,Frillish,Water,Ghost,4,1,3,1,3,2,4,2,4,2,5,Water Absorb,Cursed Body,Damp,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
687,Jellicent,Water,Ghost,5,2,4,2,4,2,5,2,5,3,6,Water Absorb,Cursed Body,Damp,,,,Ace,,,,,,,,,,,,,,,,,,
688,Alomomola,Water,,8,2,5,2,4,2,5,1,3,2,4,Healer,Hydration,Regenerator,,,,Amateur,,,,,,,,,,,,,,,,,,
